prediction,ground_truth,diff_ops,error_ngrams
Land made aponitive approad. He set auf er in creanu,Laud made a positive approach . He set out to increase,"[('replace', 2, 3, 2, 3), ('insert', 11, 11, 11, 12), ('replace', 13, 14, 14, 15), ('replace', 26, 27, 27, 30), ('replace', 36, 37, 39, 40), ('replace', 38, 39, 41, 42), ('replace', 40, 42, 43, 45), ('delete', 45, 46, 48, 48), ('replace', 50, 52, 52, 54)]","[(('au', 'german-dominant'), 1), (('ud', 'neutral'), 1), (('po', 'neutral'), 1), (('os', 'neutral'), 1), (('oa', 'english-dominant'), 1), (('ac', 'neutral'), 1), (('se', 'neutral'), 1), (('et', 'neutral'), 1), (('ou', 'english-dominant'), 1), (('ut', 'neutral'), 1), (('re', 'neutral'), 1), (('ea', 'english-dominant'), 1), (('as', 'neutral'), 1)]"
"And / said To myself: on, God, doent the","And I said to myself : Oh , God , doesn't the","[('replace', 4, 5, 4, 5), ('replace', 11, 12, 11, 12), ('insert', 20, 20, 20, 21), ('replace', 22, 24, 23, 26), ('insert', 29, 29, 31, 32), ('insert', 34, 34, 37, 38), ('insert', 35, 35, 39, 40)]","[(('to', 'english-dominant'), 1), (('do', 'english-dominant'), 1)]"
bold ahnemann Hat he tound anglesng a,told Hahnemann that he found Anglesey a,"[('replace', 0, 1, 0, 1), ('insert', 5, 5, 5, 6), ('replace', 14, 15, 15, 17), ('replace', 21, 22, 23, 24), ('replace', 27, 28, 29, 30), ('replace', 33, 35, 35, 37)]","[(('to', 'english-dominant'), 1), (('he', 'neutral'), 1), (('nd', 'neutral'), 1), (('le', 'neutral'), 1), (('es', 'neutral'), 1), (('se', 'neutral'), 1)]"
tke vse of vo weapon more Reathal than,the use of no weapon more lethal than,"[('replace', 1, 2, 1, 2), ('replace', 4, 5, 4, 5), ('replace', 11, 12, 11, 12), ('replace', 26, 27, 26, 27), ('delete', 28, 29, 28, 28)]","[(('th', 'english-dominant'), 2), (('he', 'neutral'), 1), (('us', 'neutral'), 1), (('no', 'english-dominant'), 1), (('le', 'neutral'), 1), (('et', 'neutral'), 1)]"
He nadguay7 dame impler wetlior ,the inadequacy of some simpler method of,"[('replace', 0, 1, 0, 2), ('insert', 3, 3, 4, 5), ('replace', 6, 7, 8, 10), ('insert', 9, 9, 12, 13), ('delete', 10, 11, 14, 14), ('replace', 12, 14, 15, 20), ('insert', 17, 17, 23, 24), ('replace', 24, 25, 31, 32), ('replace', 27, 29, 34, 35), ('replace', 30, 31, 36, 37), ('insert', 32, 32, 38, 40)]","[(('th', 'english-dominant'), 1), (('na', 'neutral'), 1), (('ad', 'english-dominant'), 1), (('eq', 'neutral'), 1), (('qu', 'neutral'), 1), (('ua', 'neutral'), 1), (('ac', 'neutral'), 1), (('cy', 'english-dominant'), 1), (('si', 'neutral'), 1), (('im', 'neutral'), 1), (('pl', 'english-dominant'), 1), (('le', 'neutral'), 1), (('er', 'neutral'), 1), (('me', 'neutral'), 1)]"
peten spuc wrhen aweilable - As will be seen,prefer spruce when available . As will be seen,"[('insert', 1, 1, 1, 2), ('replace', 2, 3, 3, 4), ('replace', 4, 5, 5, 6), ('insert', 8, 8, 9, 10), ('insert', 10, 10, 12, 13), ('delete', 12, 13, 15, 15), ('replace', 18, 20, 20, 22), ('replace', 27, 28, 29, 30)]","[(('pr', 'neutral'), 1), (('re', 'neutral'), 1), (('ef', 'neutral'), 1), (('fe', 'neutral'), 1), (('er', 'neutral'), 1), (('sp', 'neutral'), 1), (('ru', 'german-dominant'), 1), (('ce', 'english-dominant'), 1), (('av', 'english-dominant'), 1), (('le', 'neutral'), 1)]"
that Fifty prands for Litty abviowsly he hod been careless im,that fifty pounds for Kitty ! Obviously he had been careless in,"[('replace', 5, 6, 5, 6), ('replace', 12, 14, 12, 14), ('replace', 22, 23, 22, 23), ('replace', 28, 29, 28, 31), ('replace', 33, 34, 35, 36), ('replace', 42, 43, 44, 45), ('replace', 60, 61, 62, 63)]","[(('fi', 'neutral'), 1), (('po', 'neutral'), 1), (('ou', 'english-dominant'), 1), (('un', 'german-dominant'), 1), (('vi', 'neutral'), 1), (('io', 'neutral'), 1)]"
"and uunwarented"" nderterence. "" But it","and "" unwarranted "" interference . "" But it","[('replace', 4, 5, 4, 6), ('replace', 10, 11, 11, 13), ('insert', 15, 15, 17, 18), ('insert', 17, 17, 20, 21), ('replace', 18, 19, 22, 23), ('replace', 21, 22, 25, 26), ('insert', 28, 28, 32, 33)]","[(('ar', 'neutral'), 1), (('rr', 'neutral'), 1), (('te', 'neutral'), 1), (('in', 'neutral'), 1), (('nt', 'neutral'), 1), (('re', 'neutral'), 1)]"
Dar from au mindes Mat af anf mament we were,far from our minds that at any moment we were,"[('replace', 0, 1, 0, 1), ('replace', 9, 10, 9, 10), ('insert', 11, 11, 11, 12), ('delete', 16, 17, 17, 17), ('replace', 19, 20, 19, 21), ('replace', 24, 25, 25, 26), ('replace', 28, 29, 29, 30), ('replace', 31, 32, 32, 33)]","[(('fa', 'neutral'), 1), (('ou', 'english-dominant'), 1), (('ur', 'neutral'), 1), (('nd', 'neutral'), 1), (('ds', 'neutral'), 1), (('th', 'english-dominant'), 1), (('at', 'neutral'), 1), (('an', 'neutral'), 1), (('ny', 'english-dominant'), 1), (('mo', 'neutral'), 1)]"
THE Commenwealn na mulhi-racial soziefy t,THE Commonwealth is a multi-racial society . A,"[('replace', 8, 9, 8, 9), ('replace', 14, 15, 14, 16), ('replace', 16, 17, 17, 20), ('replace', 22, 23, 25, 26), ('replace', 34, 35, 37, 38), ('replace', 37, 38, 40, 41), ('replace', 40, 41, 43, 46)]","[(('mo', 'neutral'), 1), (('on', 'neutral'), 1), (('lt', 'neutral'), 1), (('th', 'english-dominant'), 1), (('mu', 'neutral'), 1), (('oc', 'neutral'), 1), (('ci', 'english-dominant'), 1), (('et', 'neutral'), 1), (('ty', 'english-dominant'), 1)]"
"touch, Hhe same unfailing sense of","touch , the same unfailing sense of","[('insert', 5, 5, 5, 6), ('replace', 7, 8, 8, 9)]",[]
of halt worhr.,of half words .,"[('replace', 6, 7, 6, 7), ('replace', 11, 13, 11, 14)]","[(('lf', 'neutral'), 1), (('rd', 'neutral'), 1), (('ds', 'neutral'), 1)]"
lobart Weaver ef Nen Yod. Die of his tasks,Robert Weaver of New York . One of his tasks,"[('replace', 0, 1, 0, 1), ('replace', 3, 4, 3, 4), ('replace', 14, 15, 14, 15), ('replace', 19, 20, 19, 20), ('replace', 23, 24, 23, 26), ('replace', 26, 28, 28, 30)]","[(('be', 'neutral'), 1), (('er', 'neutral'), 1), (('of', 'english-dominant'), 1), (('ew', 'neutral'), 1), (('or', 'neutral'), 1), (('rk', 'german-dominant'), 1)]"
obfains his musical davactevisation by means,obtains his musical characterisation by means,"[('replace', 2, 3, 2, 3), ('replace', 20, 21, 20, 22), ('replace', 22, 23, 23, 24), ('replace', 27, 28, 28, 29)]","[(('bt', 'german-dominant'), 1), (('ta', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('ha', 'neutral'), 1), (('ar', 'neutral'), 1), (('te', 'neutral'), 1), (('er', 'neutral'), 1)]"
The air was eresh and deaw and 1un,The air was fresh and clear and you,"[('replace', 12, 13, 12, 13), ('replace', 22, 23, 22, 24), ('replace', 25, 26, 26, 27), ('replace', 31, 32, 32, 34), ('delete', 33, 34, 35, 35)]","[(('fr', 'neutral'), 1), (('cl', 'english-dominant'), 1), (('ea', 'english-dominant'), 1), (('ar', 'neutral'), 1), (('yo', 'english-dominant'), 1), (('ou', 'english-dominant'), 1)]"
administrative measurzs that Seemed expedientto,administrative measures that seemed expedient to,"[('replace', 21, 22, 21, 22), ('replace', 29, 30, 29, 30), ('insert', 45, 45, 45, 46)]","[(('re', 'neutral'), 1), (('es', 'neutral'), 1), (('se', 'neutral'), 1)]"
aftreiuch af wesohimin. Mr. Godeser,"afraid of negotiation . "" Mr. Godber ,","[('delete', 2, 3, 2, 2), ('replace', 4, 5, 3, 4), ('replace', 6, 9, 5, 6), ('replace', 10, 11, 7, 8), ('replace', 13, 14, 10, 11), ('replace', 15, 16, 12, 13), ('replace', 17, 18, 14, 15), ('replace', 19, 20, 16, 18), ('insert', 21, 21, 19, 20), ('insert', 22, 22, 21, 22), ('insert', 23, 23, 23, 25), ('replace', 31, 33, 33, 34), ('insert', 35, 35, 36, 38)]","[(('fr', 'neutral'), 1), (('ra', 'neutral'), 1), (('ai', 'english-dominant'), 1), (('id', 'neutral'), 1), (('of', 'english-dominant'), 1), (('ne', 'neutral'), 1), (('go', 'english-dominant'), 1), (('ot', 'english-dominant'), 1), (('ti', 'neutral'), 2), (('ia', 'neutral'), 1), (('at', 'neutral'), 1), (('io', 'neutral'), 1), (('on', 'neutral'), 1), (('od', 'neutral'), 1), (('db', 'english-dominant'), 1), (('er', 'neutral'), 1)]"
rochs in an out d de Water.,rocks in an' out o' de water .,"[('replace', 3, 4, 3, 4), ('insert', 11, 11, 11, 12), ('replace', 16, 17, 17, 19), ('replace', 21, 22, 23, 24), ('insert', 26, 26, 28, 29)]","[(('ck', 'neutral'), 1), (('ks', 'neutral'), 1), (('de', 'german-dominant'), 1), (('te', 'neutral'), 1)]"
In Getsbell odaled Aat ogeement with tu.,Mr Gaitskell added that agreement with the,"[('replace', 0, 2, 0, 2), ('replace', 4, 5, 4, 6), ('replace', 7, 8, 8, 9), ('replace', 12, 13, 13, 14), ('replace', 14, 16, 15, 16), ('replace', 19, 20, 19, 21), ('replace', 23, 24, 24, 25), ('insert', 25, 25, 26, 27), ('replace', 38, 40, 40, 42)]","[(('ai', 'english-dominant'), 1), (('ts', 'neutral'), 1), (('sk', 'neutral'), 1), (('ad', 'english-dominant'), 1), (('dd', 'neutral'), 1), (('de', 'german-dominant'), 1), (('th', 'english-dominant'), 2), (('ag', 'neutral'), 1)]"
e divine Naue is taten fromthe Misbah.,the divine Name is taken from the Mishnah .,"[('insert', 0, 0, 0, 2), ('replace', 11, 12, 13, 14), ('replace', 19, 20, 21, 22), ('insert', 27, 27, 29, 30), ('replace', 34, 35, 37, 39), ('insert', 37, 37, 41, 42)]","[(('ta', 'neutral'), 1), (('ro', 'neutral'), 1), (('sh', 'english-dominant'), 1)]"
hore been verg thanktul that 1he science of,have been very thankful that the science of,"[('replace', 1, 3, 1, 3), ('replace', 13, 14, 13, 14), ('replace', 20, 21, 20, 21), ('replace', 29, 30, 29, 30)]","[(('ha', 'neutral'), 1), (('av', 'english-dominant'), 1), (('ve', 'neutral'), 1), (('ry', 'english-dominant'), 1), (('kf', 'neutral'), 1), (('fu', 'neutral'), 1), (('th', 'english-dominant'), 1)]"
all she Coler hear were Nicholasis,all she could hear were Nicholas's,"[('replace', 8, 9, 8, 9), ('insert', 10, 10, 10, 11), ('replace', 11, 13, 12, 13), ('replace', 32, 33, 32, 33)]","[(('co', 'english-dominant'), 1), (('ou', 'english-dominant'), 1), (('ul', 'english-dominant'), 1), (('ld', 'neutral'), 1)]"
aman very dese in convemention ond,"a man "" very close in conversation and","[('insert', 1, 1, 1, 2), ('insert', 4, 4, 5, 7), ('replace', 10, 12, 13, 16), ('replace', 23, 26, 27, 30), ('replace', 31, 32, 35, 36)]","[(('an', 'neutral'), 1), (('er', 'neutral'), 1), (('ry', 'english-dominant'), 1), (('co', 'english-dominant'), 1), (('on', 'neutral'), 1), (('nv', 'german-dominant'), 1), (('ve', 'neutral'), 1), (('ti', 'neutral'), 1), (('io', 'neutral'), 1)]"
"MR. HAIN MACLEaD, the Colonial Seeretary, denied","MR. IAIN MACLEOD , the Colonial Secretary , denied","[('replace', 4, 5, 4, 5), ('replace', 14, 15, 14, 15), ('insert', 16, 16, 16, 17), ('replace', 33, 34, 34, 35), ('insert', 40, 40, 41, 42)]","[(('ec', 'english-dominant'), 1), (('ry', 'english-dominant'), 1)]"
the numerous conventional remedies to which hehac,the numerous conventional remedies to which he had,"[('insert', 46, 46, 46, 47), ('replace', 48, 49, 49, 50)]","[(('ha', 'neutral'), 1), (('ad', 'english-dominant'), 1)]"
ellguet amoeitin wiht mganiseatims Mack.,alleged association with organisations black-,"[('replace', 0, 1, 0, 1), ('insert', 3, 3, 3, 4), ('delete', 4, 5, 5, 5), ('replace', 6, 7, 6, 7), ('replace', 9, 10, 9, 11), ('replace', 11, 12, 12, 13), ('insert', 13, 13, 14, 15), ('insert', 15, 15, 17, 18), ('insert', 19, 19, 22, 23), ('delete', 20, 21, 24, 24), ('replace', 22, 23, 25, 27), ('delete', 28, 29, 32, 32), ('replace', 32, 33, 35, 37), ('replace', 35, 36, 39, 41), ('replace', 39, 40, 44, 45)]","[(('al', 'neutral'), 1), (('le', 'neutral'), 1), (('eg', 'neutral'), 1), (('ge', 'german-dominant'), 1), (('ed', 'neutral'), 1), (('as', 'neutral'), 1), (('ss', 'neutral'), 1), (('so', 'neutral'), 1), (('oc', 'neutral'), 1), (('ci', 'english-dominant'), 1), (('at', 'neutral'), 2), (('wi', 'neutral'), 1), (('it', 'neutral'), 1), (('th', 'english-dominant'), 1), (('ga', 'neutral'), 1), (('an', 'neutral'), 1), (('sa', 'neutral'), 1), (('io', 'neutral'), 1), (('on', 'neutral'), 1), (('bl', 'neutral'), 1)]"
nu litle hombne in big overalls. Very soon he,the little hombre in big overalls . Very soon he,"[('replace', 0, 2, 0, 3), ('insert', 5, 5, 6, 7), ('replace', 13, 14, 15, 16), ('insert', 31, 31, 33, 34)]","[(('th', 'english-dominant'), 1), (('he', 'neutral'), 1), (('li', 'neutral'), 1), (('om', 'neutral'), 1), (('mb', 'neutral'), 1), (('ll', 'neutral'), 1)]"
"Fo the Britid Fravel anoiatirn, doing AMeir excelleat","To the British Travel Association , doing their excellent","[('replace', 0, 1, 0, 1), ('replace', 12, 13, 12, 14), ('replace', 14, 15, 15, 16), ('replace', 21, 23, 22, 25), ('insert', 24, 24, 26, 27), ('replace', 28, 29, 31, 32), ('insert', 30, 30, 33, 34), ('replace', 38, 40, 42, 44), ('replace', 51, 52, 55, 56)]","[(('is', 'neutral'), 1), (('sh', 'english-dominant'), 1), (('ss', 'neutral'), 1), (('ia', 'neutral'), 1), (('at', 'neutral'), 1), (('ti', 'neutral'), 1), (('oi', 'english-dominant'), 1), (('in', 'neutral'), 1), (('ng', 'neutral'), 1), (('ce', 'english-dominant'), 1), (('el', 'neutral'), 1)]"
in factorier spon/ oseld by thr deeelopment,in factories sponsored by the development,"[('replace', 11, 12, 11, 12), ('replace', 17, 19, 17, 18), ('replace', 20, 21, 19, 20), ('delete', 22, 23, 21, 21), ('replace', 30, 31, 28, 29), ('replace', 34, 35, 32, 33)]","[(('es', 'neutral'), 1), (('ns', 'neutral'), 1), (('so', 'neutral'), 1), (('or', 'neutral'), 1), (('re', 'neutral'), 1), (('ed', 'neutral'), 1), (('de', 'german-dominant'), 1), (('el', 'neutral'), 1), (('lo', 'english-dominant'), 1)]"
lüloopher mith a Ligkus devehoppad seuse o) pullieit,philosopher with a highly developed sense of publicity,"[('replace', 0, 2, 0, 3), ('insert', 4, 4, 5, 6), ('replace', 10, 11, 12, 13), ('replace', 17, 18, 19, 20), ('replace', 20, 23, 22, 25), ('replace', 28, 29, 30, 31), ('replace', 31, 33, 33, 34), ('replace', 37, 38, 38, 39), ('replace', 42, 43, 43, 44), ('replace', 46, 47, 47, 48), ('replace', 49, 50, 50, 51), ('insert', 52, 52, 53, 54)]","[(('ph', 'neutral'), 1), (('hi', 'english-dominant'), 2), (('lo', 'english-dominant'), 2), (('er', 'neutral'), 1), (('ig', 'neutral'), 1), (('gh', 'english-dominant'), 1), (('hl', 'german-dominant'), 1), (('ev', 'neutral'), 1), (('ve', 'neutral'), 1), (('op', 'neutral'), 1), (('pe', 'neutral'), 1), (('se', 'neutral'), 1), (('en', 'german-dominant'), 1), (('of', 'english-dominant'), 1), (('pu', 'neutral'), 1), (('ub', 'neutral'), 1), (('li', 'neutral'), 1), (('ic', 'neutral'), 1), (('it', 'neutral'), 1)]"
bomb Shoula haue ben a V.c.,bomb . Should have been a V.C.,"[('insert', 4, 4, 4, 6), ('replace', 10, 11, 12, 13), ('replace', 14, 15, 16, 17), ('insert', 18, 18, 20, 21), ('replace', 25, 26, 28, 29)]","[(('ou', 'english-dominant'), 1), (('ul', 'english-dominant'), 1), (('ha', 'neutral'), 1)]"
Kle understook 1he whole apperatur witl an exach aud,He understood the whole apparatus with an exact and,"[('replace', 0, 2, 0, 1), ('replace', 13, 14, 12, 13), ('replace', 15, 16, 14, 15), ('replace', 28, 29, 27, 28), ('replace', 33, 34, 32, 33), ('replace', 38, 39, 37, 38), ('replace', 47, 48, 46, 47), ('replace', 50, 51, 49, 50)]","[(('th', 'english-dominant'), 1), (('he', 'neutral'), 1), (('ar', 'neutral'), 1), (('ra', 'neutral'), 1), (('nd', 'neutral'), 1)]"
"name was Preme Tantorblo uhirch, in Nriewisen Ifahren means","name was Pierre Tortorolo which , in Nicoison Italian means","[('insert', 10, 10, 10, 12), ('replace', 11, 13, 13, 14), ('replace', 16, 18, 17, 19), ('replace', 21, 22, 22, 23), ('replace', 25, 26, 26, 27), ('delete', 28, 29, 29, 29), ('insert', 31, 31, 31, 32), ('delete', 37, 38, 38, 38), ('replace', 39, 41, 39, 41), ('replace', 43, 44, 43, 44), ('replace', 47, 48, 47, 48), ('replace', 49, 52, 49, 52)]","[(('ie', 'german-dominant'), 1), (('er', 'neutral'), 1), (('rr', 'neutral'), 1), (('or', 'neutral'), 2), (('ro', 'neutral'), 1), (('hi', 'english-dominant'), 1), (('ic', 'neutral'), 2), (('co', 'english-dominant'), 1), (('oi', 'english-dominant'), 1), (('so', 'neutral'), 1), (('on', 'neutral'), 1), (('ta', 'neutral'), 1), (('al', 'neutral'), 1), (('li', 'neutral'), 1), (('ia', 'neutral'), 1), (('an', 'neutral'), 1)]"
e louger suopya wlich deals withn all,the longer sugya which deals with all,"[('insert', 0, 0, 0, 2), ('replace', 4, 5, 6, 7), ('replace', 11, 13, 13, 14), ('replace', 17, 18, 18, 19), ('delete', 32, 33, 33, 33)]","[(('lo', 'english-dominant'), 1), (('su', 'neutral'), 1), (('ug', 'neutral'), 1), (('wh', 'english-dominant'), 1), (('th', 'english-dominant'), 1)]"
"camcin a hiue - ""ew polan far me twel",contain a five-year plan for the three,"[('insert', 1, 1, 1, 4), ('delete', 2, 4, 5, 5), ('replace', 9, 10, 10, 11), ('replace', 11, 12, 12, 13), ('delete', 13, 14, 14, 14), ('replace', 15, 17, 15, 16), ('replace', 18, 19, 17, 19), ('delete', 21, 22, 21, 21), ('replace', 27, 28, 26, 27), ('replace', 30, 31, 29, 31), ('replace', 34, 35, 34, 36), ('replace', 36, 37, 37, 38)]","[(('co', 'english-dominant'), 1), (('on', 'neutral'), 1), (('nt', 'neutral'), 1), (('ta', 'neutral'), 1), (('fi', 'neutral'), 1), (('iv', 'neutral'), 1), (('ve', 'neutral'), 1), (('ye', 'english-dominant'), 1), (('ea', 'english-dominant'), 1), (('ar', 'neutral'), 1), (('pl', 'english-dominant'), 1), (('la', 'neutral'), 1), (('or', 'neutral'), 1), (('th', 'english-dominant'), 2), (('he', 'neutral'), 1), (('hr', 'german-dominant'), 1), (('re', 'neutral'), 1), (('ee', 'neutral'), 1)]"
the Govermment edegunte pover t> meinkein ell,the Government adequate power to maintain all,"[('replace', 9, 10, 9, 10), ('replace', 15, 16, 15, 16), ('replace', 18, 19, 18, 19), ('replace', 20, 21, 20, 21), ('replace', 26, 27, 26, 27), ('replace', 31, 32, 31, 32), ('replace', 34, 35, 34, 35), ('replace', 37, 39, 37, 39), ('replace', 42, 43, 42, 43)]","[(('rn', 'neutral'), 1), (('nm', 'neutral'), 1), (('ad', 'english-dominant'), 1), (('eq', 'neutral'), 1), (('qu', 'neutral'), 1), (('ua', 'neutral'), 1), (('at', 'neutral'), 1), (('ow', 'english-dominant'), 1), (('we', 'neutral'), 1), (('to', 'english-dominant'), 1), (('ma', 'neutral'), 1), (('ai', 'english-dominant'), 2), (('nt', 'neutral'), 1), (('ta', 'neutral'), 1), (('al', 'neutral'), 1)]"
hildren will grasp now wbat will befall,children will grasp now what will befall,"[('insert', 0, 0, 0, 1), ('replace', 24, 25, 25, 26)]","[(('wh', 'english-dominant'), 1)]"
For prager und quiet. In tinme we received sim lar,for prayer and quiet . In time we received similar,"[('replace', 0, 1, 0, 1), ('replace', 7, 8, 7, 8), ('replace', 11, 12, 11, 12), ('insert', 20, 20, 20, 21), ('delete', 27, 28, 28, 28), ('replace', 46, 47, 46, 47)]","[(('fo', 'english-dominant'), 1), (('ay', 'english-dominant'), 1), (('ye', 'english-dominant'), 1), (('an', 'neutral'), 1), (('ti', 'neutral'), 1), (('im', 'neutral'), 1), (('mi', 'neutral'), 1), (('il', 'neutral'), 1)]"
liteid hy tu govonamurt. Camaudatelg,listed by the Government . Immediately,"[('insert', 2, 2, 2, 3), ('delete', 4, 5, 5, 5), ('replace', 7, 8, 7, 8), ('replace', 11, 12, 11, 13), ('replace', 13, 14, 14, 15), ('replace', 16, 17, 17, 19), ('delete', 18, 19, 20, 20), ('replace', 20, 22, 21, 23), ('insert', 23, 23, 24, 25), ('replace', 25, 27, 27, 28), ('replace', 28, 30, 29, 31), ('insert', 31, 31, 32, 33), ('replace', 35, 36, 37, 38)]","[(('is', 'neutral'), 1), (('te', 'neutral'), 2), (('ed', 'neutral'), 2), (('by', 'english-dominant'), 1), (('th', 'english-dominant'), 1), (('he', 'neutral'), 1), (('ov', 'english-dominant'), 1), (('ve', 'neutral'), 1), (('er', 'neutral'), 1), (('rn', 'neutral'), 1), (('nm', 'neutral'), 1), (('me', 'neutral'), 2), (('en', 'german-dominant'), 1), (('nt', 'neutral'), 1), (('mm', 'neutral'), 1), (('el', 'neutral'), 1)]"
AUrc  By vomparing persouat appearauer,turn . By comparing personal appearances,"[('replace', 0, 2, 0, 2), ('replace', 3, 4, 3, 4), ('insert', 5, 5, 5, 6), ('replace', 9, 10, 10, 11), ('replace', 24, 25, 25, 26), ('replace', 26, 27, 27, 28), ('replace', 35, 36, 36, 38), ('replace', 37, 38, 39, 40)]","[(('tu', 'neutral'), 1), (('ur', 'neutral'), 1), (('rn', 'neutral'), 1), (('so', 'neutral'), 1), (('on', 'neutral'), 1), (('na', 'neutral'), 1), (('al', 'neutral'), 1), (('ra', 'neutral'), 1), (('an', 'neutral'), 1), (('nc', 'english-dominant'), 1), (('ce', 'english-dominant'), 1)]"
do deal in his next zegulas Budget witl,to deal in his next regular Budget with,"[('replace', 0, 1, 0, 1), ('replace', 20, 21, 20, 21), ('replace', 26, 27, 26, 27), ('replace', 38, 39, 38, 39)]","[(('to', 'english-dominant'), 1), (('re', 'neutral'), 1), (('ar', 'neutral'), 1), (('th', 'english-dominant'), 1)]"
though half an hoer ago he had,though half an hour ago she had,"[('replace', 17, 18, 17, 18), ('insert', 24, 24, 24, 25)]","[(('ou', 'english-dominant'), 1), (('ur', 'neutral'), 1)]"
"Fareigu Ministes, who io due m Washingtan","Foreign Minister , who is due in Washington","[('replace', 1, 2, 1, 2), ('replace', 6, 7, 6, 7), ('replace', 15, 16, 15, 17), ('replace', 23, 24, 24, 25), ('replace', 29, 30, 30, 32), ('replace', 39, 40, 41, 42)]","[(('or', 'neutral'), 1), (('gn', 'neutral'), 1), (('er', 'neutral'), 1), (('is', 'neutral'), 1), (('ng', 'neutral'), 1), (('gt', 'neutral'), 1)]"
