prediction,ground_truth,diff_ops,error_ngrams
ben mongh to make me Cionvcion of the,been enough to make me conscious of the,"[('insert', 1, 1, 1, 2), ('replace', 4, 5, 5, 7), ('replace', 6, 7, 8, 9), ('replace', 21, 23, 23, 24), ('replace', 25, 26, 26, 27), ('replace', 29, 30, 30, 32)]","[(('bee', 'english-dominant'), 1), (('eno', 'neutral'), 1), (('nou', 'english-dominant'), 1), (('con', 'english-dominant'), 1), (('ons', 'neutral'), 1), (('nsc', 'german-dominant'), 1), (('cio', 'english-dominant'), 1), (('iou', 'english-dominant'), 1), (('ous', 'english-dominant'), 1)]"
"she Lhad an illicit relation shin), she","she had an illicit relationship ) , she","[('delete', 4, 5, 4, 4), ('delete', 28, 29, 27, 27), ('replace', 32, 33, 30, 32), ('insert', 34, 34, 33, 34)]","[(('had', 'english-dominant'), 1), (('nsh', 'english-dominant'), 1), (('shi', 'english-dominant'), 1), (('hip', 'english-dominant'), 1)]"
Land made aponitive approad. He set auf er in creanu,Laud made a positive approach . He set out to increase,"[('replace', 2, 3, 2, 3), ('insert', 11, 11, 11, 12), ('replace', 13, 14, 14, 15), ('replace', 26, 27, 27, 30), ('replace', 36, 37, 39, 40), ('replace', 38, 39, 41, 42), ('replace', 40, 42, 43, 45), ('delete', 45, 46, 48, 48), ('replace', 50, 52, 52, 54)]","[(('aud', 'neutral'), 1), (('pos', 'neutral'), 1), (('osi', 'neutral'), 1), (('roa', 'english-dominant'), 1), (('oac', 'english-dominant'), 1), (('ach', 'german-dominant'), 1), (('set', 'neutral'), 1), (('out', 'english-dominant'), 1), (('cre', 'english-dominant'), 1), (('rea', 'english-dominant'), 1), (('eas', 'english-dominant'), 1), (('ase', 'neutral'), 1)]"
"And / said To myself: on, God, doent the","And I said to myself : Oh , God , doesn't the","[('replace', 4, 5, 4, 5), ('replace', 11, 12, 11, 12), ('insert', 20, 20, 20, 21), ('replace', 22, 24, 23, 26), ('insert', 29, 29, 31, 32), ('insert', 34, 34, 37, 38), ('insert', 35, 35, 39, 40)]","[(('doe', 'english-dominant'), 1)]"
bold ahnemann Hat he tound anglesng a,told Hahnemann that he found Anglesey a,"[('replace', 0, 1, 0, 1), ('insert', 5, 5, 5, 6), ('replace', 14, 15, 15, 17), ('replace', 21, 22, 23, 24), ('replace', 27, 28, 29, 30), ('replace', 33, 35, 35, 37)]","[(('tol', 'english-dominant'), 1), (('und', 'german-dominant'), 1), (('gle', 'neutral'), 1), (('les', 'neutral'), 1), (('ese', 'neutral'), 1), (('sey', 'english-dominant'), 1)]"
tke vse of vo weapon more Reathal than,the use of no weapon more lethal than,"[('replace', 1, 2, 1, 2), ('replace', 4, 5, 4, 5), ('replace', 11, 12, 11, 12), ('replace', 26, 27, 26, 27), ('delete', 28, 29, 28, 28)]","[(('the', 'english-dominant'), 1), (('use', 'english-dominant'), 1), (('let', 'english-dominant'), 2), (('eth', 'english-dominant'), 1), (('tha', 'english-dominant'), 1)]"
He nadguay7 dame impler wetlior ,the inadequacy of some simpler method of,"[('replace', 0, 1, 0, 2), ('insert', 3, 3, 4, 5), ('replace', 6, 7, 8, 10), ('insert', 9, 9, 12, 13), ('delete', 10, 11, 14, 14), ('replace', 12, 14, 15, 20), ('insert', 17, 17, 23, 24), ('replace', 24, 25, 31, 32), ('replace', 27, 29, 34, 35), ('replace', 30, 31, 36, 37), ('insert', 32, 32, 38, 40)]","[(('the', 'english-dominant'), 1), (('ina', 'neutral'), 1), (('nad', 'neutral'), 1), (('ade', 'english-dominant'), 1), (('deq', 'english-dominant'), 1), (('equ', 'neutral'), 2), (('qua', 'neutral'), 1), (('uac', 'english-dominant'), 2), (('acy', 'english-dominant'), 1), (('sim', 'neutral'), 1), (('imp', 'neutral'), 1), (('mpl', 'neutral'), 1), (('ple', 'english-dominant'), 1), (('ler', 'german-dominant'), 1), (('met', 'neutral'), 1)]"
peten spuc wrhen aweilable - As will be seen,prefer spruce when available . As will be seen,"[('insert', 1, 1, 1, 2), ('replace', 2, 3, 3, 4), ('replace', 4, 5, 5, 6), ('insert', 8, 8, 9, 10), ('insert', 10, 10, 12, 13), ('delete', 12, 13, 15, 15), ('replace', 18, 20, 20, 22), ('replace', 27, 28, 29, 30)]","[(('pre', 'english-dominant'), 2), (('ref', 'neutral'), 1), (('efe', 'neutral'), 2), (('fer', 'neutral'), 1), (('spr', 'german-dominant'), 1), (('pru', 'neutral'), 1), (('ruc', 'neutral'), 1), (('uce', 'english-dominant'), 1), (('ava', 'neutral'), 1), (('ble', 'neutral'), 1)]"
that Fifty prands for Litty abviowsly he hod been careless im,that fifty pounds for Kitty ! Obviously he had been careless in,"[('replace', 5, 6, 5, 6), ('replace', 12, 14, 12, 14), ('replace', 22, 23, 22, 23), ('replace', 28, 29, 28, 31), ('replace', 33, 34, 35, 36), ('replace', 42, 43, 44, 45), ('replace', 60, 61, 62, 63)]","[(('fif', 'english-dominant'), 1), (('pou', 'english-dominant'), 1), (('oun', 'english-dominant'), 1), (('und', 'german-dominant'), 1), (('bvi', 'english-dominant'), 1), (('vio', 'english-dominant'), 1), (('iou', 'english-dominant'), 1)]"
"and uunwarented"" nderterence. "" But it","and "" unwarranted "" interference . "" But it","[('replace', 4, 5, 4, 6), ('replace', 10, 11, 11, 13), ('insert', 15, 15, 17, 18), ('insert', 17, 17, 20, 21), ('replace', 18, 19, 22, 23), ('replace', 21, 22, 25, 26), ('insert', 28, 28, 32, 33)]","[(('war', 'neutral'), 1), (('arr', 'english-dominant'), 1), (('rra', 'neutral'), 1), (('nte', 'german-dominant'), 2), (('ted', 'english-dominant'), 1), (('int', 'neutral'), 1), (('ere', 'neutral'), 1), (('ren', 'german-dominant'), 1)]"
Dar from au mindes Mat af anf mament we were,far from our minds that at any moment we were,"[('replace', 0, 1, 0, 1), ('replace', 9, 10, 9, 10), ('insert', 11, 11, 11, 12), ('delete', 16, 17, 17, 17), ('replace', 19, 20, 19, 21), ('replace', 24, 25, 25, 26), ('replace', 28, 29, 29, 30), ('replace', 31, 32, 32, 33)]","[(('far', 'english-dominant'), 1), (('our', 'english-dominant'), 2), (('ind', 'neutral'), 1), (('nds', 'neutral'), 1), (('tha', 'english-dominant'), 1), (('any', 'english-dominant'), 1), (('mom', 'neutral'), 1)]"
THE Commenwealn na mulhi-racial soziefy t,THE Commonwealth is a multi-racial society . A,"[('replace', 8, 9, 8, 9), ('replace', 14, 15, 14, 16), ('replace', 16, 17, 17, 20), ('replace', 22, 23, 25, 26), ('replace', 34, 35, 37, 38), ('replace', 37, 38, 40, 41), ('replace', 40, 41, 43, 46)]","[(('mmo', 'english-dominant'), 1), (('mon', 'english-dominant'), 1), (('onw', 'english-dominant'), 1), (('alt', 'neutral'), 1), (('lth', 'english-dominant'), 1), (('mul', 'neutral'), 1), (('soc', 'english-dominant'), 1), (('oci', 'english-dominant'), 1), (('cie', 'english-dominant'), 1), (('iet', 'neutral'), 1), (('ety', 'english-dominant'), 1)]"
"touch, Hhe same unfailing sense of","touch , the same unfailing sense of","[('insert', 5, 5, 5, 6), ('replace', 7, 8, 8, 9)]",[]
of halt worhr.,of half words .,"[('replace', 6, 7, 6, 7), ('replace', 11, 13, 11, 14)]","[(('alf', 'english-dominant'), 1), (('ord', 'neutral'), 1), (('rds', 'english-dominant'), 1)]"
lobart Weaver ef Nen Yod. Die of his tasks,Robert Weaver of New York . One of his tasks,"[('replace', 0, 1, 0, 1), ('replace', 3, 4, 3, 4), ('replace', 14, 15, 14, 15), ('replace', 19, 20, 19, 20), ('replace', 23, 24, 23, 26), ('replace', 26, 28, 28, 30)]","[(('obe', 'neutral'), 1), (('ber', 'german-dominant'), 1), (('ert', 'neutral'), 1), (('ork', 'english-dominant'), 1)]"
obfains his musical davactevisation by means,obtains his musical characterisation by means,"[('replace', 2, 3, 2, 3), ('replace', 20, 21, 20, 22), ('replace', 22, 23, 23, 24), ('replace', 27, 28, 28, 29)]","[(('obt', 'english-dominant'), 1), (('bta', 'neutral'), 1), (('tai', 'english-dominant'), 1), (('cha', 'neutral'), 2), (('har', 'english-dominant'), 1), (('ara', 'neutral'), 1), (('cte', 'english-dominant'), 1), (('ter', 'neutral'), 1), (('eri', 'neutral'), 1)]"
The air was eresh and deaw and 1un,The air was fresh and clear and you,"[('replace', 12, 13, 12, 13), ('replace', 22, 23, 22, 24), ('replace', 25, 26, 26, 27), ('replace', 31, 32, 32, 34), ('delete', 33, 34, 35, 35)]","[(('fre', 'neutral'), 1), (('cle', 'english-dominant'), 1), (('lea', 'english-dominant'), 1), (('ear', 'english-dominant'), 1), (('you', 'english-dominant'), 1)]"
administrative measurzs that Seemed expedientto,administrative measures that seemed expedient to,"[('replace', 21, 22, 21, 22), ('replace', 29, 30, 29, 30), ('insert', 45, 45, 45, 46)]","[(('ure', 'neutral'), 1), (('res', 'neutral'), 1), (('see', 'neutral'), 1)]"
aftreiuch af wesohimin. Mr. Godeser,"afraid of negotiation . "" Mr. Godber ,","[('delete', 2, 3, 2, 2), ('replace', 4, 5, 3, 4), ('replace', 6, 9, 5, 6), ('replace', 10, 11, 7, 8), ('replace', 13, 14, 10, 11), ('replace', 15, 16, 12, 13), ('replace', 17, 18, 14, 15), ('replace', 19, 20, 16, 18), ('insert', 21, 21, 19, 20), ('insert', 22, 22, 21, 22), ('insert', 23, 23, 23, 25), ('replace', 31, 33, 33, 34), ('insert', 35, 35, 36, 38)]","[(('afr', 'neutral'), 1), (('fra', 'neutral'), 1), (('rai', 'english-dominant'), 2), (('aid', 'english-dominant'), 1), (('neg', 'neutral'), 1), (('ego', 'english-dominant'), 1), (('got', 'neutral'), 1), (('oti', 'neutral'), 2), (('tia', 'neutral'), 1), (('iat', 'english-dominant'), 2), (('ati', 'neutral'), 1), (('tio', 'neutral'), 2), (('ion', 'neutral'), 1), (('odb', 'english-dominant'), 1), (('dbe', 'english-dominant'), 1), (('ber', 'german-dominant'), 1)]"
rochs in an out d de Water.,rocks in an' out o' de water .,"[('replace', 3, 4, 3, 4), ('insert', 11, 11, 11, 12), ('replace', 16, 17, 17, 19), ('replace', 21, 22, 23, 24), ('insert', 26, 26, 28, 29)]","[(('ock', 'neutral'), 1), (('cks', 'neutral'), 1), (('ate', 'neutral'), 1), (('ter', 'neutral'), 1)]"
In Getsbell odaled Aat ogeement with tu.,Mr Gaitskell added that agreement with the,"[('replace', 0, 2, 0, 2), ('replace', 4, 5, 4, 6), ('replace', 7, 8, 8, 9), ('replace', 12, 13, 13, 14), ('replace', 14, 16, 15, 16), ('replace', 19, 20, 19, 21), ('replace', 23, 24, 24, 25), ('insert', 25, 25, 26, 27), ('replace', 38, 40, 40, 42)]","[(('ait', 'english-dominant'), 1), (('its', 'neutral'), 1), (('tsk', 'neutral'), 1), (('ske', 'neutral'), 1), (('add', 'english-dominant'), 1), (('dde', 'neutral'), 1), (('ded', 'english-dominant'), 1), (('tha', 'english-dominant'), 1), (('agr', 'english-dominant'), 1), (('the', 'english-dominant'), 1)]"
e divine Naue is taten fromthe Misbah.,the divine Name is taken from the Mishnah .,"[('insert', 0, 0, 0, 2), ('replace', 11, 12, 13, 14), ('replace', 19, 20, 21, 22), ('insert', 27, 27, 29, 30), ('replace', 34, 35, 37, 39), ('insert', 37, 37, 41, 42)]","[(('tak', 'english-dominant'), 1), (('fro', 'english-dominant'), 1), (('rom', 'english-dominant'), 1), (('ish', 'english-dominant'), 1), (('shn', 'english-dominant'), 1)]"
hore been verg thanktul that 1he science of,have been very thankful that the science of,"[('replace', 1, 3, 1, 3), ('replace', 13, 14, 13, 14), ('replace', 20, 21, 20, 21), ('replace', 29, 30, 29, 30)]","[(('hav', 'english-dominant'), 1), (('ave', 'english-dominant'), 1), (('ery', 'english-dominant'), 1), (('nkf', 'neutral'), 1), (('kfu', 'neutral'), 1), (('ful', 'english-dominant'), 1), (('the', 'english-dominant'), 1)]"
all she Coler hear were Nicholasis,all she could hear were Nicholas's,"[('replace', 8, 9, 8, 9), ('insert', 10, 10, 10, 11), ('replace', 11, 13, 12, 13), ('replace', 32, 33, 32, 33)]","[(('cou', 'english-dominant'), 2), (('oul', 'english-dominant'), 2), (('uld', 'english-dominant'), 1)]"
aman very dese in convemention ond,"a man "" very close in conversation and","[('insert', 1, 1, 1, 2), ('insert', 4, 4, 5, 7), ('replace', 10, 12, 13, 16), ('replace', 23, 26, 27, 30), ('replace', 31, 32, 35, 36)]","[(('man', 'neutral'), 1), (('ver', 'neutral'), 2), (('ery', 'english-dominant'), 1), (('con', 'english-dominant'), 1), (('onv', 'neutral'), 1), (('nve', 'german-dominant'), 1), (('ati', 'neutral'), 1), (('tio', 'neutral'), 1), (('ion', 'neutral'), 1)]"
"MR. HAIN MACLEaD, the Colonial Seeretary, denied","MR. IAIN MACLEOD , the Colonial Secretary , denied","[('replace', 4, 5, 4, 5), ('replace', 14, 15, 14, 15), ('insert', 16, 16, 16, 17), ('replace', 33, 34, 34, 35), ('insert', 40, 40, 41, 42)]","[(('ecr', 'english-dominant'), 1), (('ary', 'english-dominant'), 1)]"
the numerous conventional remedies to which hehac,the numerous conventional remedies to which he had,"[('insert', 46, 46, 46, 47), ('replace', 48, 49, 49, 50)]","[(('had', 'english-dominant'), 1)]"
ellguet amoeitin wiht mganiseatims Mack.,alleged association with organisations black-,"[('replace', 0, 1, 0, 1), ('insert', 3, 3, 3, 4), ('delete', 4, 5, 5, 5), ('replace', 6, 7, 6, 7), ('replace', 9, 10, 9, 11), ('replace', 11, 12, 12, 13), ('insert', 13, 13, 14, 15), ('insert', 15, 15, 17, 18), ('insert', 19, 19, 22, 23), ('delete', 20, 21, 24, 24), ('replace', 22, 23, 25, 27), ('delete', 28, 29, 32, 32), ('replace', 32, 33, 35, 37), ('replace', 35, 36, 39, 41), ('replace', 39, 40, 44, 45)]","[(('all', 'neutral'), 1), (('lle', 'german-dominant'), 1), (('leg', 'neutral'), 2), (('ege', 'german-dominant'), 1), (('ged', 'neutral'), 2), (('ass', 'neutral'), 1), (('sso', 'neutral'), 2), (('soc', 'english-dominant'), 1), (('oci', 'english-dominant'), 2), (('cia', 'english-dominant'), 1), (('iat', 'english-dominant'), 1), (('ati', 'neutral'), 2), (('wit', 'english-dominant'), 2), (('ith', 'english-dominant'), 1), (('rga', 'german-dominant'), 1), (('gan', 'neutral'), 1), (('ani', 'neutral'), 1), (('isa', 'english-dominant'), 1), (('sat', 'neutral'), 1), (('tio', 'neutral'), 1), (('ion', 'neutral'), 1), (('ons', 'neutral'), 1), (('bla', 'neutral'), 1)]"
nu litle hombne in big overalls. Very soon he,the little hombre in big overalls . Very soon he,"[('replace', 0, 2, 0, 3), ('insert', 5, 5, 6, 7), ('replace', 13, 14, 15, 16), ('insert', 31, 31, 33, 34)]","[(('the', 'english-dominant'), 1), (('lit', 'neutral'), 1), (('hom', 'english-dominant'), 1), (('omb', 'neutral'), 1), (('mbr', 'neutral'), 1), (('all', 'neutral'), 1), (('lls', 'neutral'), 1)]"
"Fo the Britid Fravel anoiatirn, doing AMeir excelleat","To the British Travel Association , doing their excellent","[('replace', 0, 1, 0, 1), ('replace', 12, 13, 12, 14), ('replace', 14, 15, 15, 16), ('replace', 21, 23, 22, 25), ('insert', 24, 24, 26, 27), ('replace', 28, 29, 31, 32), ('insert', 30, 30, 33, 34), ('replace', 38, 40, 42, 44), ('replace', 51, 52, 55, 56)]","[(('tis', 'neutral'), 1), (('ish', 'english-dominant'), 1), (('sso', 'neutral'), 1), (('cia', 'english-dominant'), 1), (('iat', 'english-dominant'), 1), (('ati', 'neutral'), 2), (('tio', 'neutral'), 1), (('doi', 'english-dominant'), 1), (('oin', 'english-dominant'), 1), (('ing', 'english-dominant'), 1), (('xce', 'english-dominant'), 1), (('cel', 'english-dominant'), 1), (('ell', 'neutral'), 1)]"
in factorier spon/ oseld by thr deeelopment,in factories sponsored by the development,"[('replace', 11, 12, 11, 12), ('replace', 17, 19, 17, 18), ('replace', 20, 21, 19, 20), ('delete', 22, 23, 21, 21), ('replace', 30, 31, 28, 29), ('replace', 34, 35, 32, 33)]","[(('ies', 'neutral'), 1), (('ons', 'neutral'), 1), (('nso', 'neutral'), 1), (('sor', 'neutral'), 1), (('ore', 'english-dominant'), 2), (('red', 'english-dominant'), 1), (('dev', 'english-dominant'), 1), (('vel', 'english-dominant'), 1), (('elo', 'english-dominant'), 1), (('lop', 'english-dominant'), 1)]"
lüloopher mith a Ligkus devehoppad seuse o) pullieit,philosopher with a highly developed sense of publicity,"[('replace', 0, 2, 0, 3), ('insert', 4, 4, 5, 6), ('replace', 10, 11, 12, 13), ('replace', 17, 18, 19, 20), ('replace', 20, 23, 22, 25), ('replace', 28, 29, 30, 31), ('replace', 31, 33, 33, 34), ('replace', 37, 38, 38, 39), ('replace', 42, 43, 43, 44), ('replace', 46, 47, 47, 48), ('replace', 49, 50, 50, 51), ('insert', 52, 52, 53, 54)]","[(('phi', 'english-dominant'), 1), (('hil', 'english-dominant'), 1), (('ilo', 'english-dominant'), 1), (('los', 'neutral'), 1), (('her', 'neutral'), 1), (('hig', 'neutral'), 1), (('igh', 'english-dominant'), 1), (('ghl', 'english-dominant'), 1), (('hly', 'english-dominant'), 1), (('dev', 'english-dominant'), 1), (('eve', 'english-dominant'), 1), (('vel', 'english-dominant'), 1), (('elo', 'english-dominant'), 1), (('lop', 'english-dominant'), 1), (('ope', 'english-dominant'), 1), (('ped', 'english-dominant'), 1), (('sen', 'german-dominant'), 1), (('ens', 'german-dominant'), 1), (('pub', 'english-dominant'), 1), (('ubl', 'english-dominant'), 1), (('bli', 'neutral'), 1), (('lic', 'german-dominant'), 1), (('ici', 'english-dominant'), 1), (('cit', 'english-dominant'), 1), (('ity', 'english-dominant'), 1)]"
bomb Shoula haue ben a V.c.,bomb . Should have been a V.C.,"[('insert', 4, 4, 4, 6), ('replace', 10, 11, 12, 13), ('replace', 14, 15, 16, 17), ('insert', 18, 18, 20, 21), ('replace', 25, 26, 28, 29)]","[(('hou', 'english-dominant'), 1), (('oul', 'english-dominant'), 1), (('uld', 'english-dominant'), 1), (('hav', 'english-dominant'), 1)]"
Kle understook 1he whole apperatur witl an exach aud,He understood the whole apparatus with an exact and,"[('replace', 0, 2, 0, 1), ('replace', 13, 14, 12, 13), ('replace', 15, 16, 14, 15), ('replace', 28, 29, 27, 28), ('replace', 33, 34, 32, 33), ('replace', 38, 39, 37, 38), ('replace', 47, 48, 46, 47), ('replace', 50, 51, 49, 50)]","[(('the', 'english-dominant'), 1), (('par', 'neutral'), 1), (('ara', 'neutral'), 1), (('rat', 'neutral'), 1), (('and', 'neutral'), 1)]"
"name was Preme Tantorblo uhirch, in Nriewisen Ifahren means","name was Pierre Tortorolo which , in Nicoison Italian means","[('insert', 10, 10, 10, 12), ('replace', 11, 13, 13, 14), ('replace', 16, 18, 17, 19), ('replace', 21, 22, 22, 23), ('replace', 25, 26, 26, 27), ('delete', 28, 29, 29, 29), ('insert', 31, 31, 31, 32), ('delete', 37, 38, 38, 38), ('replace', 39, 41, 39, 41), ('replace', 43, 44, 43, 44), ('replace', 47, 48, 47, 48), ('replace', 49, 52, 49, 52)]","[(('ier', 'german-dominant'), 1), (('err', 'neutral'), 1), (('rre', 'neutral'), 1), (('ort', 'neutral'), 1), (('tor', 'neutral'), 1), (('oro', 'english-dominant'), 1), (('rol', 'neutral'), 1), (('whi', 'english-dominant'), 1), (('hic', 'english-dominant'), 1), (('ich', 'german-dominant'), 1), (('ico', 'english-dominant'), 1), (('coi', 'english-dominant'), 1), (('ois', 'english-dominant'), 1), (('iso', 'english-dominant'), 1), (('son', 'neutral'), 1), (('tal', 'neutral'), 2), (('ali', 'neutral'), 1), (('lia', 'english-dominant'), 1), (('ian', 'english-dominant'), 1)]"
e louger suopya wlich deals withn all,the longer sugya which deals with all,"[('insert', 0, 0, 0, 2), ('replace', 4, 5, 6, 7), ('replace', 11, 13, 13, 14), ('replace', 17, 18, 18, 19), ('delete', 32, 33, 33, 33)]","[(('lon', 'english-dominant'), 1), (('sug', 'english-dominant'), 1), (('ugy', 'english-dominant'), 1), (('whi', 'english-dominant'), 1), (('ith', 'english-dominant'), 1)]"
"camcin a hiue - ""ew polan far me twel",contain a five-year plan for the three,"[('insert', 1, 1, 1, 4), ('delete', 2, 4, 5, 5), ('replace', 9, 10, 10, 11), ('replace', 11, 12, 12, 13), ('delete', 13, 14, 14, 14), ('replace', 15, 17, 15, 16), ('replace', 18, 19, 17, 19), ('delete', 21, 22, 21, 21), ('replace', 27, 28, 26, 27), ('replace', 30, 31, 29, 31), ('replace', 34, 35, 34, 36), ('replace', 36, 37, 37, 38)]","[(('con', 'english-dominant'), 2), (('ont', 'english-dominant'), 1), (('nta', 'neutral'), 1), (('tai', 'english-dominant'), 1), (('fiv', 'english-dominant'), 1), (('ive', 'neutral'), 2), (('yea', 'english-dominant'), 1), (('ear', 'english-dominant'), 2), (('pla', 'english-dominant'), 1), (('lan', 'neutral'), 1), (('for', 'english-dominant'), 1), (('the', 'english-dominant'), 1), (('thr', 'english-dominant'), 1), (('hre', 'german-dominant'), 2), (('ree', 'english-dominant'), 1)]"
the Govermment edegunte pover t> meinkein ell,the Government adequate power to maintain all,"[('replace', 9, 10, 9, 10), ('replace', 15, 16, 15, 16), ('replace', 18, 19, 18, 19), ('replace', 20, 21, 20, 21), ('replace', 26, 27, 26, 27), ('replace', 31, 32, 31, 32), ('replace', 34, 35, 34, 35), ('replace', 37, 39, 37, 39), ('replace', 42, 43, 42, 43)]","[(('ern', 'german-dominant'), 1), (('rnm', 'english-dominant'), 1), (('nme', 'neutral'), 1), (('ade', 'english-dominant'), 1), (('deq', 'english-dominant'), 1), (('equ', 'neutral'), 1), (('qua', 'neutral'), 2), (('uat', 'neutral'), 1), (('ate', 'neutral'), 1), (('pow', 'english-dominant'), 1), (('owe', 'english-dominant'), 1), (('wer', 'neutral'), 1), (('mai', 'english-dominant'), 1), (('ain', 'english-dominant'), 2), (('int', 'neutral'), 1), (('nta', 'neutral'), 1), (('tai', 'english-dominant'), 1), (('all', 'neutral'), 1)]"
